,0,1,2,3,4,5,6,7,8,9
1311,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1312,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1313,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1314,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1315,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1316,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1317,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1318,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1319,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1320,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1321,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1322,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1323,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1324,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1325,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1326,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1327,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1328,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1329,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1330,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1331,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1332,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1334,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1335,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1336,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1337,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1338,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1339,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1340,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1341,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1342,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1343,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1344,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1345,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1346,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1347,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1348,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1349,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1350,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1351,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1352,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1353,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1354,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1355,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1356,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1357,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1358,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1360,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1361,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1362,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1363,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1364,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1365,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1366,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1368,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1369,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1370,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1371,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1372,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1373,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1374,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1375,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1376,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1377,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1378,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1379,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1380,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1381,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1382,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1383,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1384,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1385,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1387,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1388,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1389,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1390,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1391,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1392,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1393,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1394,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1395,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1396,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1397,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1398,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1399,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1400,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1401,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1402,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1403,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1404,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1406,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1407,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1408,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1409,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1410,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1414,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1415,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1416,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1417,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1418,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1419,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1420,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1421,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1422,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1423,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1424,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1425,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1427,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1428,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1429,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1430,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1431,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1432,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1434,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1436,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1438,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1439,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1440,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1441,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1442,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1444,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1445,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1446,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1447,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1448,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1449,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1450,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1451,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1452,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1453,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1454,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1455,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1456,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1460,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1462,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1463,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1464,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1465,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1466,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1467,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1469,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1470,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1474,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1475,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1476,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1477,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1478,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1479,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1480,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1481,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1482,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1483,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1484,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1485,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1486,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1487,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1489,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1490,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1491,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1492,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1493,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1494,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1495,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1497,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1498,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1499,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1500,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1501,0.9999999999999998,1.6414820891430537e-16,0.0,1.240327285323417e-16,1.1644331332494318e-16,0.0,0.0,0.0,0.0,3.608224830031759e-16
1502,0.0,2.5500435096859064e-16,0.0,6.591949208711867e-17,9.194034422677078e-17,0.9999999999999996,2.0469737016526324e-16,1.9081958235744878e-17,2.5847379792054426e-16,2.905661822261152e-16
1503,0.0,1.8738165462105646e-16,1.0,0.0,0.0,0.0,0.0,1.2038618695244816e-17,0.0,0.0
1504,0.0,3.6353866726506027e-17,4.4428765550767254e-17,1.62616473504188e-16,1.0,0.0,3.235538181075281e-16,7.841729896095034e-17,0.0,0.0
1505,0.0,0.0,0.0,0.0,1.1266787734028026e-17,0.0,0.0,0.0,1.0,0.0
1506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1507,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1509,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1510,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1511,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1513,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1514,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1515,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1516,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1518,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1519,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1520,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1521,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1522,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1525,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1526,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1527,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1528,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1529,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1530,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1531,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1532,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1533,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1534,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1535,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1537,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1538,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1539,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1540,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1541,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1542,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1543,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1544,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1545,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1546,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1547,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1549,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1551,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1553,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1554,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1555,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1556,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1557,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1558,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1559,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1560,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1561,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1562,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1563,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1564,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1565,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1567,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1568,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1569,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1570,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1571,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1574,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1576,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1577,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1580,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1583,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1584,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1585,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1586,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1587,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1590,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1591,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1592,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1593,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1598,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1599,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1603,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1607,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1608,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1609,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1610,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1611,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1612,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1613,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1615,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1616,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1617,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1619,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1622,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1628,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1630,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1631,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
